id,workload,repr,chunk,elem,retained,n,base,appended,blocks,forks,depth,keep_all,region,lv_pos,batch,ops_per_sample,nsamples,median_ns,p95_ns,min_ns,median2_ns,p95_2_ns,allocs_op,bytes_op,zcopies_op,zmoves_op,addref_op,blk_addref_op,branches_op,mem_start,mem_build,mem_peak,mem_end,checksum,balance_ok,vgroup,extra
593,linear,A,0,int,0,16384,,,,,,0,,,1,16384,6,12174.044,12193.776,12165.255,,,1.0001,131088,8192.5,0,0,0,0,474408,1002792,1264936,474408,0160e968244e678b,1,lin-dead-int-16384,
594,foreach,B,0,int,0,,10000,,0,,,0,,,96,960000,15,0.499,0.533,0.494,,,0,0,0,0,0,0,0,474448,0,802128,474448,000013873287b208,1,fe-int-10000,"{""sink"":37124032041674760}"
595,linear,C,128,nested,0,65536,,,,,,0,,,1,65536,8,3.394,3.607,3.272,,,0.008,16.19,1,0,1,0,0,474440,33770880,33770880,474440,f1daf9261b2e9d89,1,lin-dead-nested-65536,
596,base_append,C,16,string,0,,10000,4,,,,0,,,655,2620,15,4.596,4.628,4.532,,,1,88,1,0,1,0,0,474424,1477728,1477728,474424,1a16fd1767ddbec6,1,ba-string-10000-4,
597,linear,C,64,nested,0,1024,,,,,,0,,,1,1024,15,2.889,3.174,2.808,,,0.0205,16.4,1,0,1,0,0,474328,994704,994704,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
598,base_append,C,16,int,0,,10000,1024,,,,0,,,72,73728,15,3.172,3.294,2.873,,,0.0693,17.52,1,0,0,0,0,474424,2334616,2334616,474424,9a21c971ff833e48,1,ba-int-10000-1024,
599,base_append,B,0,int,0,,100,16,,,,0,,,1030,16480,15,4.718,5.069,4.67,,,0.0625,129,7.25,0,0,0,0,474392,3127320,3127320,474392,526e2275c1539cf5,1,ba-int-100-16,
600,linear,B,0,object,0,4096,,,,,,0,,,1,4096,15,2.431,2.462,2.39,,,0.0029,32.03,1,0.999,1,0,0,474328,830680,867544,531672,a90dfee62da19683,1,lin-dead-object-4096,
601,linear,C,32,nested,0,1024,,,,,,0,,,1,1024,15,3.011,3.134,2.97,,,0.0371,16.77,1,0,1,0,0,474328,994832,994832,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
602,branch,B,0,string,0,,1024,,,,,0,,half,153,153,15,2311.824,2409.582,2241.281,,,1,32784,1601,0,1601,0,0,474408,6237384,6237384,474408,9e8cf0f0d0d2f564,1,br-string-7-half,"{""lv_at_branch"":64}"
603,base_append,C,16,int,0,,10000,16,,,,0,,,655,10480,15,2.863,2.966,2.823,,,0.25,22,1,0,0,0,0,474424,1077568,1077568,474424,4277fcf600eb5748,1,ba-int-10000-16,
